Name,Latitude,Longitude
Lammershagen Plöner Straße,54.271902,10.44019
Lammershagen Plöner Straße,54.271902,10.44019
Lammershagen-Bauersdorf,54.270185,10.467777
Lammershagen-Bauersdorf,54.270185,10.467777
Lammershagen-Bellin,54.27507,10.468058
Lammershagen-Bellin,54.27507,10.468058
Lammershagen-Bellin B 202,54.281338,10.469207
Lammershagen-Bellin B 202,54.281338,10.469207
Lammershagen-Bellin B 202,54.281338,10.469207
Lammershagen-Bellin Bergstraße,54.279867,10.466616
Lammershagen-Bellin Bergstraße,54.279867,10.466616
Lammershagen-Friedeburg,54.263599,10.464104
Lammershagen-Friedeburg,54.263599,10.464104
Lebrade Ehrenmal,54.21475,10.4224
Lebrade Ehrenmal,54.21475,10.4224
Lebrade Franzenburg,54.22491,10.41359
Lebrade Franzenburg,54.22491,10.41359
Lebrade Friedhof,54.214776,10.425093
Lebrade Friedhof,54.214776,10.425093
Lebrade Mühle,54.213002,10.437495
Lebrade Mühle,54.213002,10.437495
Lebrade Schule,54.217378,10.421382
Lebrade Schule,54.217378,10.421382
Lebrade Teich,54.221297,10.441892
Lebrade Teich,54.221297,10.441892
Lebrade-Kossau Abzw.,54.191098,10.459103
Lebrade-Kossau Abzw.,54.191098,10.459103
Lebrade-Kossau Am Wald,54.205,10.45654
Lebrade-Kossau Am Wald,54.205,10.45654
Lebrade-Kossau Dorfstraße,54.19993,10.44972
Lebrade-Kossau Dorfstraße,54.19993,10.44972
Lebrade-Rixdorf,54.208297,10.423659
Lebrade-Rixdorf,54.208297,10.423659
Lehmkuhlen Bredeneek,54.261903,10.3011
Lehmkuhlen Bredeneek,54.261903,10.3011
Lehmkuhlen Gut,54.222699,10.364694
Lehmkuhlen Gut,54.222699,10.364694
Lehmkuhlen Kirchkampskaten,54.238718,10.400072
Lehmkuhlen Kirchkampskaten,54.238718,10.400072
Lehmkuhlen Waldfriedhof,54.222697,10.358591
Lehmkuhlen Waldfriedhof,54.222697,10.358591
Lehmkuhlen-Dammdorf,54.249099,10.311099
Lehmkuhlen-Dammdorf,54.249099,10.311099
Lehmkuhlen-Falkendorf,54.233298,10.3394
Lehmkuhlen-Falkendorf,54.233298,10.3394
Lehmkuhlen-Lepahn Alte Ziegelei,54.214398,10.370199
Lehmkuhlen-Lepahn Alte Ziegelei,54.214398,10.370199
Lehmkuhlen-Lepahn Birkenweg,54.22087,10.3741
Lehmkuhlen-Lepahn Birkenweg,54.22087,10.3741
Lehmkuhlen-Lepahn Gläser,54.21984,10.38853
Lehmkuhlen-Lepahn Gläser,54.21984,10.38853
Lehmkuhlen-Lepahn Kreuzung Tannenweg,54.220239,10.369289
Lehmkuhlen-Lepahn Kreuzung Tannenweg,54.220239,10.369289
Lehmkuhlen-Lepahn Kreuzung Ulmenallee,54.220494,10.368975
Lehmkuhlen-Lepahn Kreuzung Ulmenallee,54.220494,10.368975
Lehmkuhlen-Lepahn Mühle,54.218598,10.361891
Lehmkuhlen-Lepahn Mühle,54.218598,10.361891
Lehmkuhlen-Marienwarder,54.22881,10.37998
Lehmkuhlen-Marienwarder,54.22881,10.37998
Lehmkuhlen-Rethwisch,54.249697,10.320493
Lehmkuhlen-Rethwisch,54.249697,10.320493
Lehmkuhlen-Rethwisch Wiesengrund,54.240281,10.338461
Lehmkuhlen-Rethwisch Wiesengrund,54.240281,10.338461
Lehmkuhlen-Trent Abzweig,54.198156,10.351173
Lehmkuhlen-Trent Abzw.,54.197736,10.351741
Lehmkuhlen-Trent Abzw.,54.198576,10.350604
Lehmkuhlen-Trent Ihlsahl,54.205,10.36674
Lehmkuhlen-Trent Ihlsahl,54.205,10.36674
Lehmkuhlen-Trent Schule,54.20222,10.36589
Lehmkuhlen-Trent Schule,54.20222,10.36589
Lehmkuhlen-Trenthorst,54.199098,10.35659
Lehmkuhlen-Trenthorst,54.199098,10.35659
Lutterbek,54.391303,10.276296
Lutterbek,54.391303,10.276296
Lutterbek Richtung B502,54.388783,10.277588
Lutterbek Richtung B502,54.388783,10.277588
Löptin Abzweig,54.173516,10.205732
Löptin Abzweig,54.173516,10.205732
Löptin Abzweig,54.173299,10.205802
Löptin Dorfplatz,54.174996,10.215791
Löptin Dorfplatz,54.174996,10.215791
Löptin Fischkroog,54.193801,10.230791
Löptin Fischkroog,54.193801,10.230791
Löptin Preetzer Straße,54.187695,10.22249
Löptin Preetzer Straße,54.187695,10.22249
Lütjenburg Bahnhof,54.296295,10.595799
Lütjenburg Bahnhof,54.296295,10.595799
Lütjenburg Grundschule,54.291103,10.587504
Lütjenburg Grundschule,54.291103,10.587504
Lütjenburg Schulzentrum,54.29413,10.575918
Lütjenburg Schulzentrum,54.29413,10.575918
Lütjenburg Markt,54.292563,10.58984
Lütjenburg Markt,54.292563,10.58984
Lütjenburg Markt,54.292563,10.58984
Lütjenburg Panker Straße,54.295658,10.586902
Lütjenburg Panker Straße,54.295658,10.586902
Lütjenburg Panker Straße,54.295658,10.586902
Lütjenburg Plöner Straße,54.28742,10.58274
Lütjenburg Plöner Straße,54.28742,10.58274
Lütjenburg Schulzentrum,54.293787,10.575275
Lütjenburg Schulzentrum,54.293787,10.575275
Lütjenburg Westring,54.294101,10.581598
Lütjenburg Westring,54.294101,10.581598
Lütjenburg Westring,54.294101,10.581598
Lütjenburg Westring Abzw.,54.293659,10.581646
Lütjenburg Westring Abzw.,54.293659,10.581646
Lütjenburg Westring Abzw.,54.293659,10.581646
Lütjenburg ZOB/Gildenplatz,54.292406,10.594229
Lütjenburg ZOB/Gildenplatz,54.292406,10.594229
Lütjenburg ZOB/Gildenplatz,54.292503,10.593794
Martensrade,54.279102,10.392491
Martensrade,54.279102,10.392491
Martensrade Hohenklampen,54.289402,10.401893
Martensrade Hohenklampen,54.289402,10.401893
Martensrade Hohenklampen,54.289402,10.401893
Martensrade Rüfrade,54.266901,10.392494
Martensrade Rüfrade,54.266901,10.392494
Martensrade Stellböken,54.267998,10.416292
Martensrade Stellböken,54.267998,10.416292
Martensrade-Brook,54.266102,10.400203
Martensrade-Brook,54.266102,10.400203
Martensrade-Ellhornsberg,54.272698,10.390801
Martensrade-Ellhornsberg,54.272698,10.390801
Martensrade-Grabensee,54.304396,10.382191
Martensrade-Grabensee,54.304396,10.382191
Martensrade-Hohenklampen,54.289457,10.399106
Martensrade-Hohenklampen,54.289457,10.399106
Martensrade-Wittenberger Passau B202,54.290567,10.383189
Martensrade-Wittenberger Passau B202,54.290567,10.383189
Martensrade-Wittenberger Passau B202,54.289997,10.382707
Martensrade-Wittenberger Passau Post,54.2925,10.382991
Martensrade-Wittenberger Passau Post,54.2925,10.382991
Martensrade-Wittenberger Passau Süd,54.288576,10.384364
Martensrade-Wittenberger Passau Süd,54.288576,10.384364
Messpunkt Plön,54.161919,10.427991
Messpunkt Plön,54.161919,10.427991
Messpunkt Preetz,54.248792,10.291313
Messpunkt Preetz,54.248792,10.291313
Mucheln Hasselburger Weg,54.24646,10.44251
Mucheln Hasselburger Weg,54.24646,10.44251
Mucheln Neuhege,54.23693,10.42576
Mucheln Neuhege,54.23693,10.42576
Mucheln Schwarck,54.24959,10.44021
Mucheln Schwarck,54.24959,10.44021
Mucheln Winterfeld,54.255197,10.449397
Mucheln Winterfeld,54.255197,10.449397
Mucheln-Buchholz,54.2361,10.411901
Mucheln-Buchholz,54.2361,10.411901
Mucheln-Hasselburg,54.24506,10.42657
Mucheln-Hasselburg,54.24506,10.42657
Mucheln-Sellin,54.230799,10.449692
Mucheln-Sellin,54.230799,10.449692
Mönkeberg Am Eksol,54.350206,10.1922
Mönkeberg Am Eksol,54.35032,10.19245
Mönkeberg Am Eksol,54.350144,10.192075
Mönkeberg Am Eksol,54.350391,10.192415
Mönkeberg Gemeinde,54.348491,10.189351
Mönkeberg Gemeinde,54.348491,10.189351
Mönkeberg Gänsekrug,54.34816,10.187388
Mönkeberg Gänsekrug,54.348542,10.187706
Mönkeberg Gänsekrug,54.348054,10.187303
Mönkeberg Gänsekrug,54.347966,10.187075
Kiel Hasselfelde,54.343415,10.186621
Kiel Hasselfelde,54.343133,10.186824
Kiel Hasselfelde,54.343371,10.186512
Mönkeberg Hirschtal,54.353335,10.198289
Mönkeberg Hirschtal,54.352907,10.198049
Mönkeberg Hirschtal,54.354021,10.198973
Mönkeberg Oberdorf,54.345077,10.205386
Mönkeberg Oberdorf,54.345457,10.20394
Nehmten Im Sande,54.095926,10.373046
Nehmten Im Sande,54.095926,10.373046
Nehmten Pehmen,54.078457,10.398964
Nehmten Pehmen,54.078457,10.398964
Nehmten Pehmerhörn,54.080547,10.410021
Nehmten Pehmerhörn,54.080547,10.410021
Nehmten Sepel,54.122202,10.372691
Nehmten Sepel,54.122202,10.372691
Nehmten Vogelsang,54.117998,10.355193
Nehmten Vogelsang,54.117998,10.355193
Nehmten-Bredenbek Ort,54.076614,10.383577
Nehmten-Bredenbek Ort,54.076614,10.383577
Nettelsee Alter Bahnhof,54.179998,10.196301
Nettelsee Alter Bahnhof,54.179998,10.196301
Nettelsee B 404,54.181286,10.196905
Nettelsee B 404,54.181286,10.196905
Nettelsee B 404,54.181603,10.196593
Nettelsee B 404,54.18119,10.19705
Nettelsee Ehrenmal,54.173291,10.187639
Nettelsee Ehrenmal,54.173291,10.187639
Nettelsee Ortsmitte,54.17664,10.193325
Nettelsee Ortsmitte,54.17664,10.193325
Nettelsee Ost,54.182603,10.198996
Nettelsee Ost,54.182603,10.198996
Barmissen,54.205005,10.175031
Barmissen,54.205005,10.175031
Barmissen-Barmisserfeld,54.214693,10.175659
Barmissen-Barmisserfeld,54.214693,10.175659
Barmissen-Fiefhusen,54.204058,10.159648
Barmissen-Fiefhusen,54.204058,10.159648
Barsbek Heuer,54.404098,10.321293
Barsbek Heuer,54.404098,10.321293
Barsbek Wiese,54.404996,10.331101
Barsbek Wiese,54.404996,10.331101
Panker Chaussee,54.3308,10.567495
Panker Chaussee,54.3308,10.567495
Panker Friedrichshof,54.323802,10.5563
Panker Friedrichshof,54.323802,10.5563
Panker Gut,54.330196,10.572499
Panker Gut,54.330196,10.572499
Panker Satjendorfer Kreuz,54.357498,10.535792
Panker Satjendorfer Kreuz,54.357498,10.535792
Panker Todendorf Kaserne,54.366296,10.563601
Panker Todendorf Kaserne,54.366296,10.563601
Panker-Darry Berliner Platz,54.312702,10.571094
Panker-Darry Berliner Platz,54.312702,10.571094
Panker-Darry Karkkamp,54.309402,10.574103
Panker-Darry Karkkamp,54.309402,10.574103
Panker-Gadendorf Chaussee,54.343597,10.555495
Panker-Gadendorf Chaussee,54.343597,10.555495
Panker-Gadendorf Ort,54.340202,10.553291
Panker-Gadendorf Ort,54.340202,10.553291
Panker-Matzwitz Alte Schule,54.348796,10.564089
Panker-Matzwitz Alte Schule,54.348796,10.564089
Panker-Matzwitz Hörn,54.344101,10.567202
Panker-Matzwitz Hörn,54.344101,10.567202
Panker-Satjendorf Abzw.,54.364097,10.5397
Panker-Satjendorf Abzw.,54.364097,10.5397
Panker-Satjendorf Bollbrügge,54.351162,10.531991
Panker-Satjendorf Bollbrügge,54.351162,10.531991
Panker-Satjendorf Finksoll,54.351599,10.542493
Panker-Satjendorf Finksoll,54.351599,10.542493
Panker-Satjendorf Ort,54.36105,10.535555
Panker-Satjendorf Ort,54.36105,10.535555
Panker-Satjendorf Sachskamp,54.361097,10.521895
Panker-Satjendorf Sachskamp,54.361097,10.521895
Passade L 50,54.367696,10.316092
Passade L 50,54.367696,10.316092
Passade Ort,54.365803,10.316601
Passade Ort,54.365803,10.316601
Plön,54.159479,10.422562
Plön,54.159479,10.422562
Plön Abzw. Tramm,54.167145,10.396224
Plön Abzw. Tramm,54.167145,10.396224
Plön Abzw. Tramm,54.166861,10.396628
Plön Appelwarder,54.161306,10.405524
Plön Appelwarder,54.161306,10.405524
Plön Appelwarder,54.161283,10.405569
Plön Ascheberger Straße,54.153602,10.4041
Plön Ascheberger Straße,54.153602,10.4041
Plön Behler Weg,54.16943,10.43479
Plön Behler Weg,54.16943,10.43479
Plön Brückenstraße,54.163295,10.417994
Plön Brückenstraße,54.163295,10.417994
Plön Danziger Straße,54.156897,10.447489
Plön Danziger Straße,54.156897,10.447489
Plön Düvelsbrook,54.167497,10.423605
Plön Düvelsbrook,54.167497,10.423605
Plön Fegetasche,54.153185,10.449886
Plön Fegetasche,54.153185,10.449886
Plön Fegetasche,54.15333,10.45004
Plön Finanzamt,54.148988,10.46033
Plön Finanzamt,54.148988,10.46033
Plön Heidbleken,54.16438,10.42114
Plön Heidbleken,54.16438,10.42114
Plön Hinterste Wache,54.1547,10.383793
Plön Hinterste Wache,54.1547,10.383793
Plön Hipperstraße,54.157527,10.439183
Plön Hipperstraße,54.157527,10.439183
Plön Hipperstraße,54.156901,10.439697
Plön Katholische Kirche,54.162195,10.412996
Plön Katholische Kirche,54.162195,10.412996
Plön Kieler Kamp,54.149061,10.452864
Plön Kieler Kamp,54.149061,10.452864
Plön Kieler Kamp,54.148595,10.452694
Plön Kindergarten,54.159404,10.443796
Plön Kindergarten,54.159404,10.443796
Plön Kleingärten,54.163302,10.403602
Plön Kleingärten,54.163302,10.403602
Plön Koppelsberg,54.151898,10.388292
Plön Koppelsberg,54.151898,10.388292
Plön Kreisverwaltung,54.155202,10.408594
Plön Kreisverwaltung,54.155202,10.408594
Plön Lütjenburger Straße,54.16102,10.42643
Plön Lütjenburger Straße,54.16102,10.42643
Plön Madebrökensee,54.152949,10.46269
Plön Madebrökensee,54.152949,10.46269
Plön Markt,54.15868,10.41837
Plön Markt,54.15868,10.41837
Plön Meisenweg,54.164352,10.429667
Plön Meisenweg,54.164352,10.429667
Plön Osterkirche,54.159699,10.439397
Plön Osterkirche,54.159699,10.439397
Plön Parkstraße,54.16527,10.42384
Plön Parkstraße,54.16527,10.42384
Plön Parnaß,54.166897,10.427198
Plön Parnaß,54.166897,10.427198
Plön Rodomstorschule,54.160797,10.418797
Plön Rodomstorschule,54.160797,10.418797
Plön Rodomstorstraße,54.16497,10.42092
Plön Rodomstorstraße,54.16497,10.42092
Plön Sandkaten,54.1459,10.456411
Plön Sandkaten,54.1459,10.456411
Plön Sandkaten,54.146596,10.457507
Plön Scharweg,54.158603,10.434092
Plön Scharweg,54.158603,10.434092
Plön Schiffsthal,54.16435,10.41876
Plön Schiffsthal,54.16435,10.41876
Plön Schillener Straße,54.156355,10.442541
Plön Schillener Straße,54.156355,10.442541
Plön Schillener Straße,54.155798,10.442507
Plön Schwimmhalle,54.155554,10.448301
Plön Schwimmhalle,54.155554,10.448301
Plön Spitzenort,54.147501,10.39719
Plön Spitzenort,54.147501,10.39719
Plön Stadtcentrum,54.15904,10.41693
Plön Stadtcentrum,54.15904,10.41693
Plön Stadtcentrum,54.15904,10.41693
Plön Stadtgraben,54.15851,10.41404
Plön Stadtgraben,54.15851,10.41404
Plön Stadtgraben/B430,54.15852,10.41286
Plön Stadtgraben/B430,54.15852,10.41286
Plön Stadtheide,54.151454,10.465208
Plön Stadtheide,54.151454,10.465208
Plön Trentseeweg,54.162996,10.408292
Plön Trentseeweg,54.162996,10.408292
Plön Ulmenstraße,54.158802,10.447495
Plön Ulmenstraße,54.158802,10.447495
Plön Vierschillingsberg,54.161197,10.42149
Plön Vierschillingsberg,54.161197,10.42149
Plön Waldwinkel,54.166298,10.424696
Plön Waldwinkel,54.166298,10.424696
Plön ZOB/Bahnhof,54.159395,10.421739
Plön ZOB/Bahnhof,54.159395,10.421739
Plön ZOB/Bahnhof,54.1594,10.42165
Plön ZOB/Bahnhof,54.159398,10.421596
Plön ZOB/Bahnhof,54.159395,10.421739
Plön Övelgönne,54.163003,10.427492
Plön Övelgönne,54.163003,10.427492
Pohnsdorf Hohenhorst Leptin,54.249101,10.176899
Pohnsdorf Hohenhorst Leptin,54.249101,10.176899
Pohnsdorf(b Preetz),54.239494,10.251157
Pohnsdorf(b Preetz),54.239494,10.251157
Pohnsdorf(b Preetz) Stauung,54.23788,10.239558
Pohnsdorf(b Preetz) Stauung,54.23788,10.239558
Pohnsdorf-Sieversdorf Abzw.,54.23098,10.22187
Pohnsdorf-Sieversdorf Abzw.,54.23098,10.22187
Pohnsdorf-Sieversdorf Dorfstraße,54.227995,10.222992
Pohnsdorf-Sieversdorf Dorfstraße,54.227995,10.222992
Pohnsdorf-Sieversdorf L49,54.228993,10.208714
Pohnsdorf-Sieversdorf L49,54.228993,10.208714
Postfeld,54.20996,10.211744
Postfeld,54.20996,10.211744
Postfeld Bormsdorf,54.198803,10.200798
Postfeld Bormsdorf,54.198803,10.200798
Postfeld Ruschwegen,54.208002,10.1919
Postfeld Ruschwegen,54.208002,10.1919
Prasdorf Abzw.,54.382201,10.295792
Prasdorf Abzw.,54.382201,10.295792
Prasdorf Teich,54.378299,10.295192
Prasdorf Teich,54.378299,10.295192
Prasdorf Teich,54.378299,10.295192
Preetz,54.233941,10.275752
Preetz,54.233941,10.275752
Preetz(Holst) Abzw. Schwebstöcken,54.239689,10.293928
Preetz(Holst) Abzw. Schwebstöcken,54.239689,10.293928
Preetz(Holst) Albert-Einstein-Straße,54.239995,10.271895
Preetz(Holst) Albert-Einstein-Straße,54.239995,10.271895
Preetz(Holst) Bahnhofstraße,54.233801,10.280799
Preetz(Holst) Bahnhofstraße,54.233801,10.280799
Preetz(Holst) Bahnhofstraße,54.233801,10.280799
Preetz(Holst) Berliner Ring,54.24137,10.27666
Preetz(Holst) Berliner Ring,54.24137,10.27666
Preetz(Holst) Birkenweg,54.226301,10.277193
Preetz(Holst) Birkenweg,54.226301,10.277193
Preetz(Holst) Böhmkrützweg,54.231303,10.265493
Preetz(Holst) Böhmkrützweg,54.231303,10.265493
Preetz(Holst) Cathrinplatz,54.233148,10.279653
Preetz(Holst) Cathrinplatz,54.233148,10.279653
Preetz(Holst) Ellhornshörn,54.245582,10.289847
Preetz(Holst) Ellhornshörn,54.245582,10.289847
Preetz(Holst) Feldmannplatz,54.230802,10.279694
Preetz(Holst) Feldmannplatz,54.230802,10.279694
Preetz(Holst) Feldstraße,54.224702,10.276301
Preetz(Holst) Feldstraße,54.224702,10.276301
Preetz(Holst) Fichtestadion,54.218001,10.270191
Preetz(Holst) Fichtestadion,54.218001,10.270191
Preetz(Holst) Friedrich-Ebert-Schule,54.223449,10.272459
Preetz(Holst) Friedrich-Ebert-Schule,54.223449,10.272459
Preetz(Holst) Garnkorb,54.235878,10.282368
Preetz(Holst) Garnkorb,54.235878,10.282368
Preetz(Holst) Garnkorb,54.235911,10.282283
Preetz(Holst) Gemeinschaftsschule,54.223806,10.281541
Preetz(Holst) Gemeinschaftsschule,54.223806,10.281541
Preetz(Holst) Gewerbegebiet,54.244982,10.277185
Preetz(Holst) Gewerbegebiet,54.244963,10.277077
Preetz(Holst) Gewerbegebiet,54.245038,10.27726
Preetz(Holst) Gorch-Fock-Straße,54.233797,10.265002
Preetz(Holst) Gorch-Fock-Straße,54.233797,10.265002
Preetz(Holst) Haselbusch,54.227698,10.272498
Preetz(Holst) Haselbusch,54.227698,10.272498
Preetz(Holst) Hebbelplatz,54.234395,10.268793
Preetz(Holst) Hebbelplatz,54.234395,10.268793
Preetz(Holst) Hermann-Ehlers-Schule,54.241602,10.2686
Preetz(Holst) Hermann-Ehlers-Schule,54.241602,10.2686
Preetz(Holst) Hermann-Löns-Weg,54.237201,10.267698
Preetz(Holst) Hermann-Löns-Weg,54.237201,10.267698
Preetz(Holst) Hohenkamp,54.23853,10.288017
Preetz(Holst) Hohenkamp,54.23853,10.288017
Preetz(Holst) Holstenweg,54.24069,10.291934
Preetz(Holst) Holstenweg,54.24069,10.291934
Preetz(Holst) Justus-von-Liebig-Straße,54.2391,10.271591
Preetz(Holst) Justus-von-Liebig-Straße,54.2391,10.271591
Preetz(Holst) Kiebitzweg,54.214051,10.265579
Preetz(Holst) Kiebitzweg,54.214051,10.265579
Preetz(Holst) Kirche,54.23227,10.281104
Preetz(Holst) Kirche,54.23227,10.281104
Preetz(Holst) Klaus-Groth-Platz,54.232996,10.267692
Preetz(Holst) Klaus-Groth-Platz,54.232996,10.267692
Preetz(Holst) Kleine Hufe,54.2355,10.272999
Preetz(Holst) Kleine Hufe,54.2355,10.272999
Preetz(Holst) Klosterhof,54.239506,10.280547
Preetz(Holst) Klosterhof,54.239506,10.280547
Preetz(Holst) Klosterhof,54.239492,10.280569
Preetz(Holst) Königsberger Straße,54.245497,10.270791
Preetz(Holst) Königsberger Straße,54.245497,10.270791
Preetz(Holst) Lindenstraße,54.229096,10.266898
Preetz(Holst) Lindenstraße,54.229096,10.266898
Preetz(Holst) Marienburgstraße,54.246099,10.272497
Preetz(Holst) Marienburgstraße,54.246099,10.272497
Preetz(Holst) Moorweg,54.245408,10.294321
Preetz(Holst) Moorweg,54.245408,10.294321
Preetz(Holst) Moritz-Schreber-Straße,54.240096,10.291133
Preetz(Holst) Moritz-Schreber-Straße,54.240096,10.291133
Preetz(Holst) Möwenstieg,54.215981,10.267477
Preetz(Holst) Möwenstieg,54.215981,10.267477
Preetz(Holst) Mühlenberg,54.232152,10.288999
Preetz(Holst) Mühlenberg,54.232326,10.288832
Preetz(Holst) Mühlenberg,54.231969,10.289304
Preetz(Holst) Ostlandstraße,54.24423,10.27401
Preetz(Holst) Ostlandstraße,54.24423,10.27401
Preetz(Holst) Otto-Hahn-Straße,54.240803,10.268591
Preetz(Holst) Otto-Hahn-Straße,54.240803,10.268591
Preetz(Holst) Pohnsdorfer Straße,54.243799,10.2708
Preetz(Holst) Pohnsdorfer Straße,54.243799,10.2708
Preetz(Holst) Postfelder Weg,54.225499,10.267999
Preetz(Holst) Postfelder Weg,54.225499,10.267999
Preetz(Holst) Quergang,54.227696,10.278601
Preetz(Holst) Quergang,54.227696,10.278601
Preetz(Holst) Rethwischer Weg,54.243459,10.30009
Preetz(Holst) Rethwischer Weg,54.243459,10.30009
Preetz(Holst) Sandberg,54.227202,10.276899
Preetz(Holst) Sandberg,54.227202,10.276899
Schellhorn Amt,54.229029,10.2966
Schellhorn Amt,54.229029,10.2966
Schellhorn Amt,54.228872,10.296978
Preetz(Holst) Schwanenweg,54.22189,10.273684
Preetz(Holst) Schwanenweg,54.22189,10.273684
Preetz(Holst) Tapastraße,54.238186,10.294172
Preetz(Holst) Tapastraße,54.238186,10.294172
Preetz(Holst) Tonderner Straße,54.222702,10.269094
Preetz(Holst) Tonderner Straße,54.222702,10.269094
Preetz(Holst) Urnenweg,54.242269,10.289575
Preetz(Holst) Urnenweg,54.242269,10.289575
Preetz(Holst) Wakendorf Abzweig,54.251435,10.294886
Preetz(Holst) Wakendorf Abzweig,54.252075,10.29427
Preetz(Holst) Wakendorf Abzweig,54.250795,10.295503
Preetz(Holst) Weberstraße,54.23988,10.288703
Preetz(Holst) Weberstraße,54.23988,10.288703
Preetz(Holst) Weidenbruch,54.243342,10.294272
Preetz(Holst) Weidenbruch,54.243342,10.294272
Preetz(Holst) Wischhofredder,54.249462,10.297517
Preetz(Holst) Wischhofredder,54.249462,10.297517
Preetz(Holst) Wundersche Koppel,54.242267,10.269526
Preetz(Holst) Wundersche Koppel,54.242267,10.269526
Preetz(Holst) ZOB/Bahnhof,54.232784,10.276557
Preetz(Holst) ZOB/Bahnhof,54.232784,10.276557
Preetz(Holst) ZOB/Bahnhof,54.23333,10.27624
Preetz(Holst) Zappenweg,54.220499,10.272691
Preetz(Holst) Zappenweg,54.220499,10.272691
Probsteierhagen,54.365139,10.292991
Probsteierhagen,54.365139,10.292991
Probsteierhagen Bahnhofstraße,54.363797,10.291905
Probsteierhagen Bahnhofstraße,54.363797,10.291905
Probsteierhagen Bokholt,54.353226,10.272085
Probsteierhagen Bokholt,54.353226,10.272085
Probsteierhagen Friedhof,54.363709,10.29261
Probsteierhagen Friedhof,54.363709,10.29261
Probsteierhagen Friedhof,54.36412,10.29399
Probsteierhagen Hagen,54.362304,10.286212
Probsteierhagen Hagen,54.362304,10.286212
Probsteierhagen Muxall,54.348001,10.25799
Probsteierhagen Muxall,54.348001,10.25799
Probsteierhagen Pommernring,54.36292,10.292431
Probsteierhagen Pommernring,54.36292,10.292431
Probsteierhagen Pommernring,54.36271,10.2925
Probsteierhagen Röbsdorf,54.373601,10.257695
Probsteierhagen Röbsdorf,54.373601,10.257695
Probsteierhagen Schrevendorf,54.368216,10.268679
Probsteierhagen Schrevendorf,54.36795,10.269481
Probsteierhagen Schrevendorf,54.368413,10.267998
Probsteierhagen Schule,54.360504,10.292355
Probsteierhagen Schule,54.360504,10.292355
Probsteierhagen Trensahl,54.35496,10.276338
Probsteierhagen Trensahl,54.35496,10.276338
Probsteierhagen Wulfsdorf Abzw.,54.351896,10.299991
Probsteierhagen Wulfsdorf Abzw.,54.351896,10.299991
Schwentinental-Raisdorf,54.280937,10.243694
Raisdorf,54.280937,10.243694
Raisdorf ATRIUM,54.286387,10.224829
Raisdorf ATRIUM,54.286387,10.224829
Raisdorf Am Hang,54.28209,10.250499
Raisdorf Am Hang,54.282018,10.250729
Raisdorf Am Hang,54.282135,10.250291
Raisdorf August-Streufert-Straße,54.276993,10.246053
Raisdorf August-Streufert-Straße,54.276993,10.246053
Raisdorf Bahnhof,54.281345,10.242177
Raisdorf Bahnhof,54.281589,10.241776
Raisdorf Bahnhof,54.281106,10.242539
Raisdorf Carl-Zeiss-Straße,54.28413,10.222305
Raisdorf Carl-Zeiss-Straße,54.28413,10.222305
Raisdorf Dieselstraße,54.287637,10.224759
Raisdorf Dieselstraße,54.287637,10.224759
Raisdorf Dütschfeldredder,54.273786,10.257582
Raisdorf Dütschfeldredder,54.273873,10.257617
Raisdorf Dütschfeldredder,54.273705,10.257611
Raisdorf Ebbenthorpstraße,54.274942,10.247097
Raisdorf Ebbenthorpstraße,54.274942,10.247097
Raisdorf Fernsichtweg,54.286641,10.235145
Raisdorf Fernsichtweg,54.286641,10.235145
Raisdorf Gutenbergstraße/B 76,54.287656,10.228286
Raisdorf Gutenbergstraße/B 76,54.287617,10.2284
Raisdorf Gutenbergstraße/B 76,54.287701,10.228173
Raisdorf Hainbüschen,54.276022,10.254302
Raisdorf Hainbüschen,54.276022,10.254302
Raisdorf Hainbüschen,54.276026,10.254287
Raisdorf Henry-Dunant-Straße,54.287754,10.215883
Raisdorf Henry-Dunant-Straße,54.287754,10.215883
Raisdorf Isenwisch,54.274422,10.248663
Raisdorf Isenwisch,54.274422,10.248663
Raisdorf Isenwisch,54.274422,10.248663
Raisdorf Karkkamp,54.277325,10.251263
Raisdorf Karkkamp,54.277325,10.251263
Raisdorf Karkkamp,54.27687,10.252654
Raisdorf Klosterforst,54.271139,10.254123
Raisdorf Klosterforst,54.271139,10.254123
Raisdorf Klosterforst,54.271139,10.254123
Raisdorf Lise-Meitner-Straße,54.289038,10.226644
Raisdorf Lise-Meitner-Straße,54.289038,10.226644
Raisdorf Lise-Meitner-Straße,54.289038,10.226644
Raisdorf Mergenthalerstraße,54.286359,10.227563
Raisdorf Mergenthalerstraße,54.286359,10.227563
Raisdorf Paradiesweg,54.285774,10.217868
Raisdorf Paradiesweg,54.285774,10.217868
Raisdorf Reuterkoppel/B 76,54.271467,10.254517
Raisdorf Reuterkoppel/B 76,54.271467,10.254517
Raisdorf Reuterkoppel/B 76,54.271421,10.254592
Raisdorf Rosenthal,54.280031,10.249478
Raisdorf Rosenthal,54.280031,10.249478
Raisdorf Rosenthal,54.27998,10.249215
Raisdorf Schule/Freibad,54.283221,10.244344
Raisdorf Schule/Freibad,54.283221,10.244344
Raisdorf Schwentinebrücke,54.280815,10.267427
Raisdorf Schwentinebrücke,54.280888,10.268125
Raisdorf Schwentinebrücke,54.280775,10.266926
Raisdorf St.-Martins-Weg,54.277006,10.246514
Raisdorf St.-Martins-Weg,54.277006,10.246514
