Name,Latitude,Longitude
Ockholm Kirche,54.665113,8.827838
Ockholm Kreuzung Efkebüll,54.686102,8.85256
Ockholm Kreuzung Efkebüll,54.686102,8.85256
Ockholm Kreuzung Efkebüll,54.686102,8.85256
Ockholm Munksbrück,54.692275,8.824891
Ockholm Munksbrück,54.692275,8.824891
Ockholm Munksbrück,54.692365,8.825279
Ockholm Mühle,54.66509,8.82569
Ockholm Mühle,54.66509,8.82569
Ockholm Mühle,54.66509,8.82569
Ockholm Norddeich,54.688505,8.834464
Ockholm Norddeich,54.688505,8.834464
Ockholm Peterswarft,54.661916,8.836928
Ockholm Peterswarft,54.661916,8.836928
Ockholm Peterswarft,54.661916,8.836928
Ockholm Redlefswarft,54.682092,8.812248
Ockholm Redlefswarft,54.682092,8.812248
Ockholm Schlüttsiel/Anleger,54.682025,8.754937
Ockholm Schlüttsiel/Anleger,54.682025,8.754937
Ockholm Schule,54.670621,8.816069
Ockholm Schule,54.670621,8.816069
Ockholm Schule,54.670576,8.816022
Bargum An der Bahn,54.703836,8.939897
Bargum An der Bahn,54.703836,8.939897
Bargum B 5,54.70179,8.956838
Bargum B 5,54.70179,8.956838
Bargum B 5,54.701839,8.956752
Bargum Depot,54.689076,8.997072
Bargum Depot,54.689076,8.997072
Bargum Dorf,54.703293,8.987632
Bargum Dorf,54.703293,8.987632
Bargum-Ost Feuerwehr,54.703058,8.980012
Bargum-Ost Feuerwehr,54.703058,8.980012
Bargum-Ost Feuerwehr,54.70306,8.980014
Bargum-Ost Jugert,54.702322,8.991869
Bargum-Ost Jugert,54.702322,8.991869
Bargum-Ost Köminsel,54.704171,8.971803
Bargum-Ost Köminsel,54.704171,8.971803
Bargum-Ost Mühle,54.701617,8.96642
Bargum-Ost Mühle,54.701617,8.96642
Bargum-Ost Mühle,54.701617,8.96642
Bargum-Soholmbrück,54.693137,9.016011
Bargum-Soholmbrück,54.693137,9.016011
Bargum-West Feuerwehr,54.703741,8.948308
Bargum-West Feuerwehr,54.703741,8.948308
Bargum-West Feuerwehr,54.703741,8.948308
Oevenum Gastwirtschaft,54.71192,8.527802
Oevenum Gastwirtschaft,54.711846,8.527985
Oevenum Gastwirtschaft,54.711846,8.527985
Oevenum West,54.713431,8.526282
Oevenum West,54.71344,8.526414
Oevenum West,54.713421,8.526151
Oldenswort Abraham,54.382547,8.964787
Oldenswort Abraham,54.382547,8.964787
Oldenswort Abraham,54.382556,8.964787
Oldenswort Altendeich,54.340918,8.965515
Oldenswort Altendeich,54.340918,8.965515
Oldenswort Altendeich,54.340945,8.965607
Oldenswort Altendeich/B5,54.340788,8.964761
Oldenswort Altendeich/B5,54.340788,8.964761
Oldenswort Altendeich/B5,54.341044,8.965068
Oldenswort Bodderwech,54.374729,8.993966
Oldenswort Bodderwech,54.374729,8.993966
Oldenswort Bodderwech,54.374958,8.994504
Oldenswort-Gunsbüttel Timm,54.354539,8.937091
Oldenswort-Gunsbüttel Timm,54.354539,8.937091
Oldenswort-Harblek Bahnhof,54.362258,8.962142
Oldenswort-Harblek Bahnhof,54.362258,8.962142
Oldenswort-Harblek Bahnhof,54.362298,8.962172
Oldenswort-Harblek Tetenskoog,54.36185,8.967282
Oldenswort-Harblek Tetenskoog,54.36185,8.967282
Oldenswort-Harblek Tetenskoog,54.36185,8.967282
Oldenswort Harring,54.382371,8.958567
Oldenswort Harring,54.382371,8.958567
Oldenswort Harring,54.382366,8.958459
Oldenswort Hemmerdeich,54.3538,8.978705
Oldenswort Hemmerdeich,54.3538,8.978705
Oldenswort Hemmerdeich,54.3538,8.978705
Oldenswort Hochbrücksiel,54.368984,8.909141
Oldenswort Hochbrücksiel,54.368984,8.909141
Oldenswort Hochbrücksiel,54.368966,8.909295
Oldenswort Jans,54.36713,8.975273
Oldenswort Jans,54.36713,8.975273
Oldenswort Knollhaus,54.370892,8.901548
Oldenswort Knollhaus,54.370892,8.901548
Oldenswort Knollhaus,54.370883,8.901548
Oldenswort Langenhemme,54.350954,8.956474
Oldenswort Langenhemme,54.350954,8.956474
Oldenswort Oldenhöft,54.356419,8.971472
Oldenswort Oldenhöft,54.356419,8.971472
Oldenswort Oldenhöft,54.356423,8.971487
Oldenswort Oldenhöft/B5,54.355277,8.971427
Oldenswort Oldenhöft/B5,54.355277,8.971427
Oldenswort Oldenhöft/B5,54.355371,8.971519
Oldenswort Osterende,54.376854,8.940244
Oldenswort Osterende,54.376854,8.940244
Oldenswort Osterende,54.376858,8.940236
Oldenswort Osteroffenbüllkoog,54.384669,8.901561
Oldenswort Osteroffenbüllkoog,54.384669,8.901561
Oldenswort Rothenspieker,54.354914,8.975551
Oldenswort Rothenspieker,54.354914,8.975551
Oldenswort Rothenspieker,54.35495,8.975504
Oldenswort Römer,54.386894,8.934386
Oldenswort Römer,54.386894,8.934386
Oldenswort Römer,54.386894,8.934386
Oldenswort Röschmann,54.36265,8.934202
Oldenswort Röschmann,54.36265,8.934202
Oldenswort Schloss Hoyerswort,54.360682,8.952872
Oldenswort Schloss Hoyerswort,54.360682,8.952872
Oldenswort Schloss Hoyerswort,54.360686,8.952864
Oldenswort Schuhmann,54.383821,8.970468
Oldenswort Schuhmann,54.383821,8.970468
Oldenswort Schuhmann,54.383816,8.970483
Oldenswort Schule,54.369661,8.941638
Oldenswort Schule,54.369661,8.941638
Oldenswort Süderdeich,54.344112,8.977549
Oldenswort Süderdeich,54.344112,8.977549
Oldenswort Süderdeich,54.344264,8.978233
Oldenswort ZOB,54.372015,8.942768
Oldenswort ZOB,54.372015,8.942768
Oldenswort ZOB,54.372015,8.942768
Oldersbek Abzw. Kohlschau,54.44064,9.175514
Oldersbek Abzw. Kohlschau,54.44064,9.175514
Oldersbek Abzw. Kohlschau,54.440635,9.175714
Oldersbek Mitte,54.446243,9.167172
Oldersbek Mitte,54.446243,9.167172
Oldersbek Mitte,54.446247,9.167164
Oldersbek Nord,54.447295,9.173167
Oldersbek Nord,54.447295,9.173167
Oldersbek Nord,54.447335,9.173229
Oldersbek Steinberg,54.461246,9.180107
Oldersbek Steinberg,54.461246,9.180107
Oldersbek Süd,54.443239,9.165163
Oldersbek Süd,54.443239,9.165163
Oldersbek Süd,54.443239,9.165163
Olderup Feddersburg,54.524239,9.133693
Olderup Feddersburg,54.524641,9.134415
Olderup Feddersburg,54.524298,9.133535
Olderup Hauptstraat,54.538237,9.112102
Olderup Hauptstraat,54.538237,9.112102
Olderup Hauptstraat,54.538251,9.112084
Olderup Olderupfeld II,54.522096,9.130401
Olderup Olderupfeld II,54.522151,9.130496
Olderup Olderupfeld II,54.522151,9.130401
Olderup Kindergarten,54.537534,9.104947
Olderup Kindergarten,54.537534,9.104947
Olderup Kindergarten,54.537568,9.104894
Oldsum Gastwirtschaft,54.731168,8.45431
Oldsum Gastwirtschaft,54.731174,8.454307
Oldsum Gastwirtschaft,54.731174,8.454307
Oldsum Süd,54.731638,8.446806
Oldsum Süd,54.731634,8.446816
Oldsum Süd,54.731634,8.446816
Oldsum Toftum,54.72924,8.46101
Oldsum Toftum,54.729245,8.46101
Oldsum Toftum,54.729245,8.46101
Osewoldterkoog Carstensen,54.717545,8.748539
Osewoldterkoog Carstensen,54.717545,8.748539
Osewoldterkoog Carstensen,54.7176,8.748576
Osewoldterkoog Carstensen,54.717069,8.748191
Ostenfeld(Husum) Brendhörn,54.459782,9.275203
Ostenfeld(Husum) Brendhörn,54.459782,9.275203
Ostenfeld(Husum) Brendhörn,54.459828,9.274725
Ostenfeld(Husum) Drellborg,54.460457,9.299319
Ostenfeld(Husum) Drellborg,54.460457,9.299319
Ostenfeld(Husum) Drellborg,54.46047,9.299303
Ostenfeld(Husum) Feld,54.450891,9.285238
Ostenfeld(Husum) Feld,54.450891,9.285238
Ostenfeld(Husum) Frankhöft,54.460688,9.305676
Ostenfeld(Husum) Frankhöft,54.460688,9.305676
Ostenfeld(Husum) Schule,54.459152,9.241508
Ostenfeld(Husum) Schule,54.459152,9.241508
Ostenfeld(Husum) Gärtnerei,54.4624,9.230774
Ostenfeld(Husum) Gärtnerei,54.4624,9.230774
Ostenfeld(Husum) Kindergarten,54.463406,9.23115
Ostenfeld(Husum) Kindergarten,54.463406,9.23115
Ostenfeld(Husum) Kindergarten,54.463406,9.23115
Ostenfeld(Husum) Kirche,54.462461,9.232194
Ostenfeld(Husum) Kirche,54.462461,9.232194
Ostenfeld(Husum) Kirche,54.462542,9.231901
Ostenfeld(Husum) Ost,54.460741,9.240214
Ostenfeld(Husum) Ost,54.460741,9.240214
Ostenfeld(Husum) Ost,54.460791,9.239913
Ostenfeld(Husum) Oster Wang,54.461908,9.199362
Ostenfeld(Husum) Oster Wang,54.461908,9.199362
Ostenfeld(Husum) Rott,54.440319,9.277277
Ostenfeld(Husum) Rott,54.440319,9.277277
Ostenfeld(Husum) Stumpen I,54.448462,9.288574
Ostenfeld(Husum) Stumpen I,54.448462,9.288574
Ostenfeld(Husum) Stumpen II,54.447562,9.28937
Ostenfeld(Husum) Stumpen II,54.447562,9.28937
Ostenfeld(Husum) Stumpen III,54.446091,9.291796
Ostenfeld(Husum) Stumpen III,54.446091,9.291796
Ostenfeld(Husum) Waldkindergarten,54.454846,9.25956
Ostenfeld(Husum) Waldkindergarten,54.454846,9.25956
Ostenfeld(Husum) West,54.463708,9.226493
Ostenfeld(Husum) West,54.463708,9.226493
Ostenfeld(Husum) West,54.463709,9.227681
Ostenfeld(Husum) West,54.463712,9.225799
Oster-Ohrstedt Abzw. Ahrenviöl,54.512545,9.207772
Oster-Ohrstedt Abzw. Ahrenviöl,54.512545,9.207772
Oster-Ohrstedt Abzw. Ahrenviöl,54.512447,9.207254
Oster-Ohrstedt Bahnhofstraße,54.507638,9.227693
Oster-Ohrstedt Bahnhofstraße,54.507638,9.227693
Oster-Ohrstedt Bahnhofstraße,54.507638,9.227693
Oster-Ohrstedt Bahnübergang/B 201,54.514154,9.250768
Oster-Ohrstedt Bahnübergang/B 201,54.514154,9.250768
Oster-Ohrstedt Bahnübergang/B 201,54.514108,9.251131
Oster-Ohrstedt Holzweg,54.511305,9.27534
Oster-Ohrstedt Holzweg,54.511305,9.27534
Oster-Ohrstedt Holzweg,54.511323,9.275255
Oster-Ohrstedt Ost,54.51455,9.229655
Oster-Ohrstedt Ost,54.51455,9.229655
Oster-Ohrstedt Ost,54.51459,9.229894
Oster-Ohrstedt Schule,54.514533,9.207156
Oster-Ohrstedt Schule,54.514533,9.207156
Oster-Ohrstedt Schule,54.514533,9.207156
Oster-Ohrstedt West,54.514931,9.220829
Oster-Ohrstedt West,54.514931,9.220829
Oster-Ohrstedt West,54.515207,9.222282
Osterhever Dorf,54.385417,8.765801
Osterhever Dorf,54.385417,8.765801
Osterhever Dorf,54.38539,8.765747
Osterhever-Dörpstraat Post,54.382242,8.759776
Osterhever-Dörpstraat Post,54.382242,8.759776
Osterhever-Dörpstraat Post,54.382233,8.759745
Osterhever Heverkoogweg,54.37619,8.744932
Osterhever Heverkoogweg,54.37619,8.744932
Osterhever Heverkoogweg,54.376181,8.744908
Osterhever Kardel,54.401735,8.783646
Osterhever Kardel,54.401735,8.783646
Osterhever Kardel,54.401744,8.783677
Osterhever Ketels,54.400917,8.775587
Osterhever Ketels,54.400917,8.775587
Osterhever Ketels,54.400921,8.775594
Osterhever Meierei,54.386172,8.779725
Osterhever Meierei,54.386172,8.779725
Osterhever Meierei,54.386145,8.780002
Osterhever Meierweg,54.402591,8.791991
Osterhever Meierweg,54.402591,8.791991
Osterhever Meierweg,54.402595,8.792022
Osterhever Möhlendiek,54.382056,8.75913
Osterhever Möhlendiek,54.382268,8.759028
Osterhever Möhlendiek,54.381857,8.7592
Osterhever Pilkenkrütz,54.40337,8.801299
Osterhever Pilkenkrütz,54.40337,8.801299
Osterhever Pilkenkrütz,54.403365,8.801291
Osterhever Resch,54.398896,8.769567
Osterhever Resch,54.398896,8.769567
Osterhever Resch,54.398887,8.769552
Osterhever Schäferweg,54.396389,8.760186
Osterhever Schäferweg,54.396389,8.760186
Osterhever Schäferweg,54.396516,8.761078
Osterhever Stöpe,54.390982,8.757707
Osterhever Stöpe,54.390982,8.757707
Osterhever Stöpe,54.390982,8.757707
Osterhever Wittenhof,54.385705,8.784885
Osterhever Wittenhof,54.385705,8.784885
Osterhever Wittenhof,54.385722,8.784685
Osterhever-Augustenkoog Kömdiek,54.386261,8.758497
Osterhever-Augustenkoog Kömdiek,54.386261,8.758497
Osterhever-Augustenkoog Kömdiek,54.386256,8.758504
Osterschnatebüll Alte Schule,54.753591,8.930687
Osterschnatebüll Alte Schule,54.753591,8.930687
Osterschnatebüll Alte Schule,54.753591,8.930687
Osterschnatebüll Ehrenmal,54.751209,8.947331
Osterschnatebüll Ehrenmal,54.751209,8.947331
Osterschnatebüll Ehrenmal,54.751209,8.947331
Osterwinnert,54.443978,9.243763
Osterwinnert,54.443978,9.243763
Osterwinnert,54.44404,9.243747
Osterwittbekfeld I,54.476321,9.257582
Osterwittbekfeld I,54.476321,9.257582
Osterwittbekfeld II,54.471547,9.270621
Osterwittbekfeld II,54.471547,9.270621
Achtrup Feld,54.800986,9.026103
Achtrup Feld,54.800986,9.026103
Achtrup Feld,54.8013,9.026072
Pellworm,54.501691,8.700497
Pellworm,54.501691,8.700497
Pellworm Alte Kirche,54.515187,8.593966
Pellworm Alte Kirche,54.515187,8.593966
Pellworm Alte Post,54.522775,8.683341
Pellworm Alte Post,54.522775,8.683341
Pellworm Alte Schmiede,54.538148,8.648152
Pellworm Alte Schmiede,54.538148,8.648152
Pellworm Bupheverkoog-Ebsen,54.549501,8.697306
Pellworm Bupheverkoog-Ebsen,54.549501,8.697306
Pellworm Bupheverkoog-Stöpe,54.542844,8.67628
Pellworm Bupheverkoog-Stöpe,54.542844,8.67628
Pellworm Bupheverweg,54.532035,8.675793
Pellworm Bupheverweg,54.532035,8.675793
Pellworm Friolsheim,54.519932,8.613748
Pellworm Friolsheim,54.519932,8.613748
Pellworm Grüner Deich,54.536009,8.654041
Pellworm Grüner Deich,54.536009,8.654041
Pellworm Gurde,54.516695,8.612697
Pellworm Gurde,54.516695,8.612697
Pellworm Hafen,54.520809,8.687341
Pellworm Hafen,54.520809,8.687341
Pellworm Hooger Fähre,54.533069,8.598207
Pellworm Hooger Fähre,54.533069,8.598207
Pellworm In de See,54.512935,8.672131
Pellworm In de See,54.512935,8.672131
Pellworm Katholische Kirche,54.536149,8.675653
Pellworm Katholische Kirche,54.536149,8.675653
Pellworm Kaufmann Petersen,54.534306,8.658613
Pellworm Kaufmann Petersen,54.534306,8.658613
Pellworm Kaydeich,54.506041,8.651577
Pellworm Kaydeich,54.506041,8.651577
Pellworm Kurzentrum,54.518946,8.686089
Pellworm Kurzentrum,54.518946,8.686089
Pellworm Königswiese,54.517462,8.685421
Pellworm Königswiese,54.517462,8.685421
Pellworm Lindenhof,54.526582,8.682416
Pellworm Lindenhof,54.526582,8.682416
Pellworm Moordamm,54.531529,8.681513
Pellworm Moordamm,54.531529,8.681513
Pellworm Nordermühle,54.538609,8.640145
Pellworm Nordermühle,54.538609,8.640145
Achtrup Alter Bahnhof,54.777009,9.02587
Achtrup Alter Bahnhof,54.777009,9.02587
Achtrup Alter Bahnhof,54.777009,9.02587
Achtrup Alter Bahnhof,54.78836,9.025037
Achtrup Alter Bahnhof,54.788369,9.02513
Pellworm Ostertilli,54.510803,8.664289
Pellworm Ostertilli,54.510803,8.664289
Pellworm Ponyhof,54.504569,8.616316
Pellworm Ponyhof,54.504569,8.616316
Pellworm Schardeich,54.527378,8.627501
Pellworm Schardeich,54.527378,8.627501
Pellworm Schluthweg,54.537177,8.635832
Pellworm Schluthweg,54.537177,8.635832
Pellworm Schmerhörn,54.49863,8.630402
Pellworm Schmerhörn,54.49863,8.630402
Pellworm Schule,54.522103,8.641881
Pellworm Schule,54.522103,8.641881
Pellworm Schulstraße,54.532013,8.667622
Pellworm Schulstraße,54.532013,8.667622
Pellworm Stürenburger Weg,54.515829,8.682839
Pellworm Stürenburger Weg,54.515829,8.682839
Pellworm Süderkoogsweg,54.508373,8.656405
Pellworm Süderkoogsweg,54.508373,8.656405
Pellworm Tammwarftweg,54.508434,8.614072
Pellworm Tammwarftweg,54.508434,8.614072
Pellworm Tiefwasseranleger,54.506548,8.692807
Pellworm Tiefwasseranleger,54.506548,8.692807
Pellworm Tüterland,54.50264,8.637281
Pellworm Tüterland,54.50264,8.637281
Pellworm Waldhusen,54.53012,8.634072
Pellworm Waldhusen,54.53012,8.634072
Pellworm Wattenmeerhaus,54.517509,8.595333
Pellworm Wattenmeerhaus,54.517509,8.595333
Pellworm Westerkoog,54.500941,8.622262
Pellworm Westerkoog,54.500941,8.622262
Pellworm Westermühle,54.526359,8.611911
Pellworm Westermühle,54.526359,8.611911
Pellworm Westerweg,54.503876,8.64224
Pellworm Westerweg,54.503876,8.64224
Achtrup Arzt/Holzkahr,54.788928,9.036426
Achtrup Arzt/Holzkahr,54.788928,9.036426
Achtrup Arzt/Holzkahr,54.788941,9.036421
Achtrup Kolonie,54.80929,9.025315
Achtrup Kolonie,54.80929,9.025315
Achtrup Kolonie,54.80929,9.025315
Achtrup Büllsbüll,54.785258,8.996027
Achtrup Büllsbüll,54.785258,8.996027
Achtrup Büllsbüll,54.785289,8.996144
Achtrup Ehrenmal,54.788961,9.029065
Achtrup Ehrenmal,54.788961,9.029065
Achtrup Ehrenmal,54.788961,9.029065
Achtrup Grundschule,54.787879,9.027658
Achtrup Grundschule,54.787879,9.027658
Achtrup Kalleshave,54.79041,9.049703
Achtrup Kalleshave,54.79041,9.049703
Achtrup Kalleshave,54.79041,9.049703
Achtrup Ladestraße,54.790013,9.028288
Achtrup Ladestraße,54.790013,9.028288
Achtrup Ladestraße,54.789986,9.028288
Achtrup Mühle,54.78775,9.018428
Achtrup Mühle,54.78775,9.018428
Achtrup Mühle,54.78775,9.018428
Achtrup Süderstraße,54.795205,9.087955
Achtrup Süderstraße,54.795205,9.087955
Achtrup Süderstraße,54.795205,9.087955
Poppenbüll Dorf,54.360864,8.761185
Poppenbüll Dorf,54.360864,8.761185
Poppenbüll Dorf,54.36081,8.761178
Poppenbüll Grünhörn,54.367148,8.760002
Poppenbüll Grünhörn,54.367148,8.760002
Poppenbüll Grünhörn,54.367089,8.760033
Poppenbüll Hundorf,54.347349,8.764756
Poppenbüll Hundorf,54.347349,8.764756
Poppenbüll Hundorf,54.347102,8.764765
Poppenbüll Mittelsandweg,54.361212,8.730351
Poppenbüll Mittelsandweg,54.361212,8.730351
Poppenbüll Mittelsandweg,54.361221,8.730335
Poppenbüll Neukrug,54.362718,8.724493
Poppenbüll Neukrug,54.362718,8.724493
Poppenbüll Neukrug,54.3627,8.724539
Poppenbüll Seerosenhof,54.360138,8.740591
Poppenbüll Seerosenhof,54.360138,8.740591
Poppenbüll Seerosenhof,54.360138,8.740591
Poppenbüll St. Johanneskoog-Ring,54.359159,8.738674
Poppenbüll St. Johanneskoog-Ring,54.359159,8.738674
Poppenbüll St. Johanneskoog-Ring,54.359163,8.738643
Ramstedt Krug,54.40216,9.170328
Ramstedt Krug,54.40216,9.170328
Ramstedt Krug,54.402187,9.17017
Ramstedt Löschteich,54.399735,9.166876
Ramstedt Löschteich,54.399735,9.166876
Ramstedt Löschteich,54.399708,9.166952
Ramstedt Schlagbaum,54.400186,9.151865
Ramstedt Schlagbaum,54.400186,9.151865
Ramstedt Schlagbaum,54.400145,9.152046
Rantrum Bahnhof,54.440633,9.13635
Rantrum Bahnhof,54.440633,9.13635
Rantrum Bahnhof,54.440641,9.136627
Rantrum Gasthof,54.4405,9.130089
Rantrum Gasthof,54.4405,9.130089
Rantrum Gasthof,54.440504,9.130166
Rantrum-Ipernstedt,54.476219,9.1541
Rantrum-Ipernstedt,54.476219,9.1541
Rantrum-Ipernstedt,54.476209,9.154385
Rantrum Schule,54.441083,9.127254
Rantrum Schule,54.441083,9.127254
Rantrum Sportplatz,54.4331,9.128802
Rantrum Sportplatz,54.4331,9.128802
Rantrum Wasserwerk,54.44111,9.146883
Rantrum Wasserwerk,54.44111,9.146883
Rantrum Wasserwerk,54.441105,9.146805
Rantrum West,54.442666,9.128455
Rantrum West,54.442266,9.128469
Rantrum West,54.443066,9.128441
Rantum Campingplatz,54.864372,8.293644
Rantum Campingplatz,54.864372,8.293644
Rantum FKK-Strand Samoa,54.830195,8.291258
Rantum FKK-Strand Samoa,54.830195,8.291258
Rantum Mitte,54.848751,8.292675
Rantum Mitte,54.848751,8.292675
Rantum Nord,54.858031,8.292987
Rantum Nord,54.858031,8.292987
Rantum Puan Klent,54.801652,8.288254
Rantum Puan Klent,54.801652,8.288254
Rantum Seeheim,54.852098,8.291656
Rantum Seeheim,54.852098,8.291656
Rantum Süd,54.840225,8.292583
Rantum Süd,54.840225,8.292583
Rantum Wassertal/Sansibar,54.815186,8.290839
Rantum Wassertal/Sansibar,54.815186,8.290839
Reußenköge Cecilienkoog/Güldenzoph,54.583051,8.924865
Reußenköge Cecilienkoog/Güldenzoph,54.583051,8.924865
Reußenköge Cecilienkoog/Güldenzoph,54.583051,8.924865
Reußenköge Cecilienkoog/Rolfs,54.570625,8.930131
Reußenköge Cecilienkoog/Rolfs,54.570625,8.930131
Reußenköge Cecilienkoog/Rolfs,54.570625,8.930131
Reußenköge Cecilienkoog/Stollberg,54.590145,8.915659
Reußenköge Cecilienkoog/Stollberg,54.590145,8.915659
Reußenköge Cecilienkoog/Stollberg,54.590145,8.915659
Reußenköge Liedtke,54.584853,8.950423
Reußenköge Liedtke,54.584853,8.950423
Reußenköge Liedtke,54.584853,8.950423
Reußenköge Louisenkoog,54.650596,8.861352
Reußenköge Louisenkoog,54.650596,8.861352
Reußenköge Louisenkoog,54.650596,8.861352
Reußenköge Nissenshörn,54.653235,8.866613
Reußenköge Nissenshörn,54.653235,8.866613
Reußenköge Nissenshörn,54.653235,8.866613
Reußenköge Petersen,54.574079,8.953608
Reußenköge Petersen,54.574079,8.953608
Reußenköge Petersen,54.574079,8.953608
Reußenköge Alte Schule,54.592508,8.945508
Reußenköge Alte Schule,54.592508,8.945508
Reußenköge Alte Schule,54.592508,8.945508
Reußenköge Nissen,54.605068,8.937519
Reußenköge Nissen,54.605068,8.937519
Reußenköge Nissen,54.605068,8.937519
Riddorffeld,54.617101,8.994738
Riddorffeld,54.617101,8.994738
Risum Deezbüller Straße,54.754134,8.85748
Risum Deezbüller Straße,54.754134,8.85748
Risum Deezbüller Straße,54.753994,8.857115
Risum Deezbüller Straße,54.754913,8.859753
Risum Dänische Schule,54.75183,8.849013
Risum Dänische Schule,54.75183,8.849013
Risum Dänische Schule,54.751952,8.84811
Risum Kaufmann Paulsen,54.751923,8.852042
Risum Kaufmann Paulsen,54.751923,8.852042
Risum Kaufmann Paulsen,54.752056,8.852383
Risum-Moordeich Fiete Moor,54.743418,8.802757
Risum-Moordeich Fiete Moor,54.743418,8.802757
Risum-Moordeich Fiete Moor,54.743187,8.802474
Risum Nissen,54.756007,8.864776
Risum Nissen,54.756007,8.864776
Risum Nissen,54.756214,8.865389
Risum Pastorat,54.752953,8.842113
Risum Pastorat,54.752953,8.842113
Risum Pastorat,54.752815,8.841783
Risum Rabenecke,54.751425,8.827986
Risum Rabenecke,54.751425,8.827986
Risum Rabenecke,54.751457,8.827697
Risum-Lindholm Große Hallig,54.730146,8.829846
Risum-Lindholm Große Hallig,54.730146,8.829846
Risum-Lindholm Große Hallig,54.740183,8.837546
Risum-Lindholm Kornkoog Nord,54.767125,8.832597
Risum-Lindholm Kornkoog Nord,54.767125,8.832597
Risum-Lindholm Kornkoog,54.760855,8.846432
Risum-Lindholm Kornkoog,54.760855,8.846432
Risum-Lindholm Kornkoog,54.760515,8.847146
Risum-Lindholm Legerade II,54.774715,8.852736
Risum-Lindholm Legerade II,54.774715,8.852736
Risum-Lindholm Schule,54.746065,8.843848
Risum-Lindholm Schule,54.746065,8.843848
Risum-Lindholm Schule,54.746024,8.843705
Risum-Lindholm Schäferhallig,54.722954,8.832716
Risum-Lindholm Schäferhallig,54.722954,8.832716
Risum-Lindholm Schäferhallig,54.723614,8.832721
Risum-Maasbüll Bahnhof,54.754097,8.81277
Risum-Maasbüll Bahnhof,54.754097,8.81277
Risum-Maasbüll Bahnhof,54.753961,8.813547
Risum-Maasbüll Bahnhof,54.753798,8.812522
Risum-Maasbüll Bahnhof,54.753843,8.812693
Risum-Maasbüll Möller,54.756856,8.813145
Risum-Maasbüll Möller,54.756856,8.813145
Risum-Maasbüll Möller,54.756531,8.813178
Risum-Maasbüll Spätland,54.752999,8.817527
Risum-Maasbüll Spätland,54.752999,8.817527
Risum-Maasbüll Spätland,54.75314,8.816922
Rodenäs-Friedrichenkoog Boysen,54.906297,8.691238
Rodenäs-Friedrichenkoog Boysen,54.906297,8.691238
Rodenäs-Friedrichenkoog Boysen,54.906334,8.691441
Rodenäs-Friedrichenkoog Ehlers,54.895968,8.689992
Rodenäs-Friedrichenkoog Ehlers,54.895968,8.689992
Rodenäs-Friedrichenkoog Ehlers,54.895537,8.690104
Rodenäs Gaststätte Weber,54.886511,8.681678
Rodenäs Gaststätte Weber,54.886511,8.681678
Rodenäs Gaststätte Weber,54.886493,8.681662
Rodenäs Kirche,54.888022,8.703374
Rodenäs Kirche,54.888022,8.703374
Rodenäs Kirche,54.888205,8.701011
Rodenäs Lossenweg,54.887663,8.707375
Rodenäs Lossenweg,54.887663,8.707375
Rodenäs Lossenweg,54.887614,8.707781
Rodenäs Oldorf,54.891329,8.707286
Rodenäs Oldorf,54.891329,8.707286
Rodenäs Oldorf,54.891329,8.707286
Rodenäs Rickelsbüll,54.89903,8.671927
Rodenäs Rickelsbüll,54.89903,8.671927
Rodenäs Rickelsbüll,54.89842,8.672165
Rodenäs Zollhäuser,54.910322,8.670244
Rodenäs Zollhäuser,54.910322,8.670244
Rodenäs Zollhäuser,54.910133,8.670027
Behrendorf(b Husum) Behrendorfer-Kiel,54.580754,9.204893
Behrendorf(b Husum) Behrendorfer-Kiel,54.580754,9.204893
Behrendorf(b Husum) Behrendorfer-Kiel,54.580664,9.204459
Behrendorf(b Husum) Norderdorf,54.565542,9.215937
Behrendorf(b Husum) Norderdorf,54.565542,9.215937
Behrendorf(b Husum) Norderdorf,54.565546,9.215736
Behrendorf(b Husum) Ortsmitte,54.5647,9.229125
Behrendorf(b Husum) Ortsmitte,54.5647,9.229125
Behrendorf(b Husum) Ortsmitte,54.564686,9.229233
Sandwehle,54.325749,8.758482
Sandwehle,54.325749,8.758482
Schardebüll Ost,54.716234,9.010416
Schardebüll Ost,54.716234,9.010416
Schardebüll Ost,54.716234,9.010416
Schardebüll West,54.724565,8.992392
Schardebüll West,54.724565,8.992392
Schardebüll West,54.724565,8.992392
Sönke-Nissen-Koog Amsinck-Haus,54.615664,8.870082
Sönke-Nissen-Koog Amsinck-Haus,54.615664,8.87005
Schwabstedt Abzw. Lehmsiek,54.406084,9.193268
Schwabstedt Abzw. Lehmsiek,54.406084,9.193268
Schwabstedt Abzw. Lehmsiek,54.406089,9.193237
Schwabstedt Alter Bahnhof,54.398605,9.188597
Schwabstedt Alter Bahnhof,54.398605,9.188597
Schwabstedt Alter Bahnhof,54.398591,9.18872
Schwabstedt Gemeinde,54.403083,9.238406
Schwabstedt Gemeinde,54.403083,9.238406
Schwabstedt Gemeinde,54.40311,9.238424
Schwabstedt Hollingsbusch,54.392402,9.203207
Schwabstedt Hollingsbusch,54.392402,9.203207
Schwabstedt Hollingsbusch,54.392411,9.20323
Schwabstedt Kattrepel,54.393693,9.191631
Schwabstedt Kattrepel,54.393693,9.191631
Schwabstedt Kattrepel,54.393795,9.191649
Schwabstedt Kurhaus,54.394247,9.184804
Schwabstedt Kurhaus,54.394247,9.184804
